"","Salmon.density","moss.PC1","herb.PC1","shrub.PC1","tree.PC1","watershed.size.PC1","FT.Streamdist","Salmon.density_scaled","moss.PC1_scaled","herb.PC1_scaled","shrub.PC1_scaled","tree.PC1_scaled","watershed.size.PC1_scaled","FT.Streamdist_scaled","Soil.Type","Focal.Tree","Site","sample.id","Core","Side","Falls","core.unique","sample.unique","response_var","values","chem.group"
"182",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","LOI",95.1,"Organics"
"183",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","pH",4.31,"PH"
"184",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Fe",0.022,"Metals"
"185",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","CEC",39.21,"Ex.cations"
"186",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Al.meh",233,"Metals"
"187",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","B.meh",0.73,"Metals"
"188",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Ca.meh",4691,"Ex.cations"
"189",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Cu.meh",1.94,"Metals"
"190",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Fe.meh",173,"Metals"
"191",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","K.meh",446,"Ex.cations"
"192",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Mg.meh",462,"Ex.cations"
"193",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Mn.meh",76.8,"Metals"
"194",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Na.meh",64,"Ex.cations"
"195",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","P.meh",172.3,"Organics"
"196",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","S.meh",48.9,"Organics"
"197",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Zn.meh",42.1,"Metals"
"198",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"FF","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.FF","Ergosterol",86.1,"Organics"
"199",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","C",35.17,"Organics"
"200",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","N",1.4,"N compounds"
"201",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","S.tot",0.183,"Organics"
"202",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","NO3.N",34.8,"N compounds"
"203",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","NH4.N",33.88,"N compounds"
"204",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","LOI",50.7,"Organics"
"205",67.509962962963,-30.7197846348536,1.32688861511275,-80881.5660470234,-9.97997325663216,-1.90606635973591,0.8,2.2104231446683,-1.11096594650392,1.2685093225894,-0.246005301984175,-0.473706210355252,-0.804932348437128,-2.21873405133387,"O","SS","Clatse","Clatse.1",1,"R","BF","Clatse.1","Clatse.1.O","pH",3.5,"PH"
